File generated by gen_phonebook.pl - 2013-09-05 15:54:57 UTC
8952 airports and 3146 navaids are present in this file (38 freq skipped) 

ICAO  Decription            FRQ      Phone no.          Name
22XS  GRAY TWR              120.750  0150508883120750  LONGHORN AUX LANDING STRIP
 23M  CTAF/UNICOM           122.800  0132505177122800  CLARKE CO           
 23R  SAN ANTONIO APP/DEP   118.050  0132505182118050  DEVINE MUNI         
 23R  CTAF/UNICOM           122.900  0132505182122900  DEVINE MUNI         
23XS  ATIS                  118.800  0150518883118800  SHORTHORN AUX LANDING STRIP
23XS  GRAY TWR              120.750  0150518883120750  SHORTHORN AUX LANDING STRIP
24CL  CTAF                  122.900  0150526776122900  SALYER FARMS        
 24F  CTAF                  122.900  0132505270122900  CYPRESS RIVER       
 24J  CTAF/UNICOM           122.800  0132505274122800  SUWANNEE CO         
 24J  AWOS 3                118.225  0132505274118225  SUWANNEE CO         
 24N  CTAF                  122.900  0132505278122900  JICARILLA APACHE NATION
 24R  CTAF                  122.900  0132505282122900  DILLEY AIRPARK      
 25D  CTAF/UNICOM           122.700  0132505368122700  FOREST LAKE         
 25J  CTAF                  122.900  0132505374122900  CUTHBERT RANDOLPH   
 25M  CTAF/UNICOM           122.800  0132505377122800  RIPLEY              
 26A  CTAF                  122.900  0132505465122900  ASHLAND LINEVILLE   
 26R  CTAF/UNICOM           122.800  0132505482122800  JACKSON CO          
 26R  INFO                  123.300  0132505482123300  JACKSON CO          
 26U  CTAF                  122.900  0132505485122900  Mc Dermitt State    
 27A  CTAF/UNICOM           122.800  0132505565122800  ELBERT CO PATZ FLD  
 27A  ATLANTA APP/DEP       127.500  0132505565127500  ELBERT CO PATZ FLD  
 27A  AWOS 3                120.875  0132505565120875  ELBERT CO PATZ FLD  
27AZ  CTAF                  122.900  0150556590122900  EAGLE ROOST AIRPARK 
 27J  CTAF/UNICOM           122.800  0132505574122800  NEWBERRY CO         
 27J  COLUMBIA APP/DEP      133.400  0132505574133400  NEWBERRY CO         
 27K  CTAF/UNICOM           123.000  0132505575123000  GEORGETOWN SCOTT CO MARSHALL FLD
 27K  LEXINGTON APP/DEP     120.150  0132505575120150  GEORGETOWN SCOTT CO MARSHALL FLD
 27K  LEXINGTON APP/DEP     120.750  0132505575120750  GEORGETOWN SCOTT CO MARSHALL FLD
 27R  CTAF/UNICOM           123.000  0132505582123000  ELDORADO            
28CL  CTAF                  122.800  0150566776122800  BORAX               
 28J  CTAF/UNICOM           122.800  0132505674122800  PALATKA MUNI LT KAY LARKIN FLD
 28J  JACKSONVILLE APP/DEP  118.175  0132505674118175  PALATKA MUNI LT KAY LARKIN FLD
28TA  UNICOM                122.800  0150568465122800  DUVAL CO RANCH COMPANY
29AZ  UNICOM                122.800  0150576590122800  PALOMA RANCH        
 29D  CTAF/UNICOM           122.700  0132505768122700  GROVE CITY          
 29D  YOUNGSTOWN APP/DEP    133.950  0132505768133950  GROVE CITY          
 29G  CLNC DEL              125.650  0132505771125650  PORTAGE CO          
 29G  CTAF/UNICOM           123.050  0132505771123050  PORTAGE CO          
 29G  AKRON CANTON APP/DEP  118.600  0132505771118600  PORTAGE CO          
 29S  CTAF/UNICOM           122.800  0132505783122800  GARDINER            
 2A0  CTAF/UNICOM           123.000  0132506548123000  Mark Anton          
 2A0  AWOS 3                135.075  0132506548135075  Mark Anton          
 2A0  CHATTANOOGA APP/DEP   125.100  0132506548125100  Mark Anton          
 2A1  CTAF/UNICOM           122.800  0132506549122800  JAMESTOWN MUNI      
 2A2  CTAF/UNICOM           122.700  0132506550122700  HOLLEY MOUNTAIN AIRPARK
 2A2  MEMPHIS APP/DEP       126.850  0132506550126850  HOLLEY MOUNTAIN AIRPARK
 2A5  CTAF/UNICOM           122.800  0132506553122800  CAUSEY              
 2A6  CTAF                  122.900  0132506554122900  HOLLY GROVE MUNI    
 2B3  CTAF/UNICOM           122.800  0132506651122800  PARLIN FLD          
 2B7  CTAF/UNICOM           122.800  0132506655122800  PITTSFIELD MUNI     
 2B7  BANGOR APP/DEP        118.925  0132506655118925  PITTSFIELD MUNI     
 2C8  CTAF/UNICOM           122.800  0132506756122800  CAVALIER MUNI       
2CL9  CTAF                  122.900  0150677657122900  MUSTANG             
 2D5  CTAF                  122.900  0132506853122900  OAKES MUNI          
 2E3  ALBUQUERQUE CNTR      127.850  0132506951127850  CLUCK RANCH         
 2E3  CTAF                  122.900  0132506951122900  CLUCK RANCH         
 2E5  CTAF                  122.900  0132506953122900  DELL CITY MUNI      
 2E7  CTAF                  122.900  0132506955122900  MC LEAN GRAY CO     
 2F0  CTAF                  122.900  0132507048122900  IRAAN MUNI          
 2F1  CTAF/UNICOM           122.800  0132507049122800  SHAMROCK MUNI       
 2F4  CTAF/UNICOM           122.800  0132507052122800  T BAR               
 2F5  CTAF/UNICOM           122.800  0132507053122800  LAMESA MUNI         
 2F7  CTAF                  122.900  0132507055122900  COMMERCE MUNI       
 2F7  FORT WORTH CNTR       127.600  0132507055127600  COMMERCE MUNI       
 2G1  CTAF/UNICOM           122.800  0132507149122800  CONCORD AIRPARK     
 2G1  CLEVELAND APP/DEP     125.350  0132507149125350  CONCORD AIRPARK     
 2G2  CTAF/UNICOM           122.800  0132507150122800  JEFFERSON CO AIRPARK
 2G2  PITTSBURGH APP/DEP    124.750  0132507150124750  JEFFERSON CO AIRPARK
 2G4  CTAF/UNICOM           123.000  0132507152123000  GARRETT CO          
 2G4  AWOS 3                120.125  0132507152120125  GARRETT CO          
 2G9  CTAF/UNICOM           122.800  0132507157122800  SOMERSET CO         
 2G9  AWOS 3                133.800  0132507157133800  SOMERSET CO         
 2GC  CTAF                  122.900  0132507167122900  GRAYS CREEK         
 2H0  CTAF/UNICOM           122.800  0132507248122800  SHELBY CO           
 2H2  CTAF/UNICOM           122.800  0132507250122800  JERRY SUMNERS SR AURORA MUNI
 2H2  SPRINGFIELD APP/DEP   124.950  0132507250124950  JERRY SUMNERS SR AURORA MUNI
 2H9  CTAF                  122.800  0132507257122800  ROLETTE             
 2I0  EVANSVILLE APP/DEP    126.400  0132507348126400  MADISONVILLE MUNI   
 2I0  CTAF/UNICOM           122.700  0132507348122700  MADISONVILLE MUNI   
 2I0  CLNC DEL              120.100  0132507348120100  MADISONVILLE MUNI   
 2I0  AWOS 3                126.475  0132507348126475  MADISONVILLE MUNI   
 2I3  CTAF/UNICOM           122.800  0132507351122800  ROUGH RIVER STATE PARK
 2IS  AWOS 3                124.175  0132507383124175  AIRGLADES           
 2IS  CTAF/UNICOM           123.050  0132507383123050  AIRGLADES           
 2J2  SAVANNAH APP/DEP      120.400  0132507450120400  LIBERTY CO          
 2J2  CTAF                  122.900  0132507450122900  LIBERTY CO          
 2J3  CTAF                  122.900  0132507451122900  LOUISVILLE MUNI     
 2J5  AUGUSTA ASOS          132.750  0132507453132750  MILLEN              
 2J5  AUGUSTA APP           126.800  0132507453126800  MILLEN              
 2J5  CTAF                  122.900  0132507453122900  MILLEN              
 2K3  CTAF/UNICOM           122.800  0132507551122800  STANTON CO MUNI     
 2K3  AWOS 3                124.175  0132507551124175  STANTON CO MUNI     
 2K4  ALTUS                 125.100  0132507552125100  SCOTT FLD           
 2K4  CTAF                  122.900  0132507552122900  SCOTT FLD           
 2K7  CTAF/UNICOM           122.800  0132507555122800  NEODESHA MUNI       
 2K9  CTAF                  122.900  0132507557122900  HASKELL             
 2L0  UNICOM                122.800  0132507648122800  PINEVILLE MUNI      
 2M0  CTAF/UNICOM           122.800  0132507748122800  PRINCETON CALDWELL CO
 2M2  CTAF/UNICOM           122.800  0132507750122800  LAWRENCEBURG LAWRENCE CO
 2M2  AWOS 3                120.175  0132507750120175  LAWRENCEBURG LAWRENCE CO
 2M4  CTAF                  122.900  0132507752122900  G V MONTGOMERY      
 2M8  CTAF/UNICOM           122.800  0132507756122800  Charles W Baker     
 2M8  MEMPHIS DEP           124.150  0132507756124150  Charles W Baker     
 2M8  MEMPHIS APP           125.800  0132507756125800  Charles W Baker     
 2MO  CTAF                  122.900  0132507779122900  MOUNT VERNON MUNI   
 2O1  CTAF/UNICOM           122.700  0132507949122700  GANSNER FLD         
 2O3  CTAF/UNICOM           123.000  0132507951123000  Angwin Parrett Fld  
 2O6  CTAF                  122.900  0132507954122900  CHOWCHILLA          
 2O7  CTAF                  122.900  0132507955122900  INDEPENDENCE        
 2O8  FORT WORTH CNTR       128.400  0132507956128400  HINTON MUNI         
 2O8  CTAF/UNICOM           123.050  0132507956123050  HINTON MUNI         
2OR1  UNICOM                122.800  0150798249122800  BIG MUDDY RANCH     
 2Q3  CTAF/UNICOM           123.000  0132508151123000  YOLO CO DAVIS WOODLAND WINTERS
 2Q3  TRAVIS APP/DEP        126.600  0132508151126600  YOLO CO DAVIS WOODLAND WINTERS
 2Q3  AWOS 3                125.775  0132508151125775  YOLO CO DAVIS WOODLAND WINTERS
 2R0  UNICOM                122.800  0132508248122800  WAYNESBORO MUNI     
 2R1  CTAF                  122.900  0132508249122900  LE MAIRE MEM        
 2R2  Airport Communications  122.700  0132508250122700  HENDRICKS CO GORDON GRAHAM FLD
 2R4  CTAF/UNICOM           122.975  0132508252122975  PETER PRINCE FLD    
 2R4  PENSACOLA APP/DEP     124.850  0132508252124850  PETER PRINCE FLD    
 2R5  MOBILE APP/DEP        118.500  0132508253118500  ST ELMO             
 2R5  MOBILE APP/DEP        121.000  0132508253121000  ST ELMO             
 2R5  CTAF                  122.900  0132508253122900  ST ELMO             
 2R6  POLK APP/DEP          132.050  0132508254132050  BUNKIE MUNI         
 2R6  CTAF                  122.900  0132508254122900  BUNKIE MUNI         
 2R7  CTAF                  122.900  0132508255122900  FRANKLINTON         
 2R9  CTAF/UNICOM           123.000  0132508257123000  KARNES CO           
 2RR  CTAF/UNICOM           122.800  0132508282122800  RIVER RANCH RESORT  
 2S4  CTAF                  122.900  0132508352122900  NEW WARDEN          
 2S7  CTAF                  122.900  0132508355122900  Chiloquin State     
 2S8  CTAF                  122.900  0132508356122900  WILBUR              
 2S9  CTAF                  122.900  0132508357122900  Willapa Harbor      
 2T1  FORT WORTH CNTR       126.450  0132508449126450  MULESHOE MUNI       
 2T1  CTAF                  122.900  0132508449122900  MULESHOE MUNI       
 2V5  CTAF/UNICOM           122.800  0132508653122800  WRAY MUNI           
 2V6  CTAF/UNICOM           122.800  0132508654122800  YUMA MUNI           
2VG2  UNICOM                122.725  0150867150122725  UPPERVILLE          
 2W5  CTAF/UNICOM           122.700  0132508753122700  MARYLAND            
 2W5  POTOMAC APP DEP       119.850  0132508753119850  MARYLAND            
 2W6  CTAF/UNICOM           123.000  0132508754123000  ST MARYS CO RGNL    
 2W6  PATUXENT APP/DEP      120.050  0132508754120050  ST MARYS CO RGNL    
 2W6  AWOS 3                119.575  0132508754119575  ST MARYS CO RGNL    
 2W6  PATUXENT APP/DEP      134.100  0132508754134100  ST MARYS CO RGNL    
 2Y4  CTAF/UNICOM           122.800  0132508952122800  ROCKWELL CITY MUNI  
 30K  CTAF                  122.900  0132514875122900  INGALLS MUNI        
31VA  UNICOM                122.750  0151498665122750  ABERDEEN FIELD      
 32A  CTAF                  122.900  0132515065122900  DANVILLE MUNI       
 32S  CTAF/UNICOM           122.800  0132515083122800  STEVENSVILLE        
 32S  SPOKANE APP/DEP       124.900  0132515083124900  STEVENSVILLE        
 33J  CTAF/UNICOM           122.800  0132515174122800  GENEVA MUNI         
 33K  CTAF                  122.900  0132515175122900  KINSLEY MUNI        
 33M  CTAF                  122.900  0132515177122900  WATER VALLEY MUNI   
 33N  CTAF/UNICOM           123.000  0132515178123000  Delaware Airpark    
 33N  CLNC DEL              125.550  0132515178125550  Delaware Airpark    
 33N  DOVER APP             132.425  0132515178132425  Delaware Airpark    
 33R  CTAF                  122.900  0132515182122900  GROVETON TRINITY CO 
 33S  CTAF/UNICOM           122.800  0132515183122800  PRU FLD             
 33U  CTAF                  122.900  0132515185122900  DUTCH JOHN          
 33V  AWOS 3                118.625  0132515186118625  WALDEN JACKSON CO   
 33V  CTAF                  122.900  0132515186122900  WALDEN JACKSON CO   
 34A  CTAF/UNICOM           122.800  0132515265122800  LAURENS COUNTY      
 34A  GREER APP/DEP         120.600  0132515265120600  LAURENS COUNTY      
34AZ  UNICOM                122.800  0151526590122800  GILA RIVER MEMORIAL 
 34M  CTAF                  122.900  0132515277122900  CAMPBELL MUNI       
 34R  CTAF                  122.900  0132515282122900  HALLETTSVILLE MUNI  
 35A  CTAF/UNICOM           122.700  0132515365122700  UNION COUNTY TROY SHELTON FLD
 35A  GREER APP/DEP         119.400  0132515365119400  UNION COUNTY TROY SHELTON FLD
 35D  CTAF/UNICOM           122.800  0132515368122800  PADGHAM FLD         
 35D  GRAND RAPIDS APP/DEP  128.400  0132515368128400  PADGHAM FLD         
 35S  CTAF                  122.900  0132515383122900  WASCO STATE         
36CA  CTAF                  122.900  0151546765122900  STONE LAND CO       
36CN  CTAF                  122.900  0151546778122900  BLACKWELL LAND COMPANY INC
 36K  CTAF                  122.900  0132515475122900  LAKIN               
 36S  CTAF                  122.900  0132515483122900  Happy Camp          
 36U  CTAF/UNICOM           122.800  0132515485122800  Heber CIty Muni Russ McDonald Fld
 36U  AWOS 3                124.825  0132515485124825  Heber CIty Muni Russ McDonald Fld
36WI  CTAF                  122.900  0151548773122900  HOLLAND AIR PARK    
 37F  CTAF                  122.900  0132515570122900  MUNDAY MUNI         
 37K  CTAF                  122.900  0132515575122900  FALCONHEAD          
 37T  CTAF                  122.900  0132515584122900  CALICO ROCK IZARD CO
 37V  CTAF                  122.900  0132515586122900  ARAPAHOE MUNI       
38AZ  CTAF                  122.800  0151566590122800  PEABODY BEDARD FLD  
38AZ  AWOS 2                119.225  0151566590119225  PEABODY BEDARD FLD  
38CA  UNICOM                122.800  0151566765122800  CASHEN              
 38D  CTAF/UNICOM           122.700  0132515668122700  SALEM AIRPARK INC   
 38D  AKRON CANTON APP/DEP  125.500  0132515668125500  SALEM AIRPARK INC   
 38J  CTAF                  122.900  0132515674122900  HEMINGWAY STUCKEY   
 38S  CTAF                  122.900  0132515683122900  DEER LODGE CITY COUNTY
 38U  CTAF                  122.900  0132515685122900  WAYNE WONDERLAND    
38XS  UNICOM                122.800  0151568883122800  SAN RAFAEL RANCH    
 39N  CTAF/UNICOM           122.725  0132515778122725  PRINCETON           
 39N  NEW YORK APP/DEP      132.800  0132515778132800  PRINCETON           
 3A1  CTAF/UNICOM           122.800  0132516549122800  FOLSOM FLD          
 3A1  HUNTSVILLE APP/DEP    118.050  0132516549118050  FOLSOM FLD          
 3A1  AWOS 3                124.175  0132516549124175  FOLSOM FLD          
 3A2  CTAF                  122.900  0132516550122900  NEW TAZEWELL MUNICIPAL
 3A4  CTAF/UNICOM           122.800  0132516552122800  SOUTHEAST GREENSBORO
 3A7  CTAF                  122.900  0132516555122900  EUTAW MUNI          
 3AU  CTAF/UNICOM           122.800  0132516585122800  AUGUSTA MUNI        
 3AU  WICHITA APP/DEP       134.800  0132516585134800  AUGUSTA MUNI        
 3AU  CLNC DEL              125.000  0132516585125000  AUGUSTA MUNI        
 3B0  CTAF/UNICOM           122.800  0132516648122800  Southbridge Muni    
 3B0  BRADLEY APP/DEP       119.000  0132516648119000  Southbridge Muni    
 3B1  CTAF/UNICOM           122.800  0132516649122800  GREENVILLE MUNI     
 3B3  CTAF                  122.900  0132516651122900  Sterling            
 3B4  CTAF/UNICOM           122.800  0132516652122800  LITTLEBROOK AIR PARK
 3B4  BOSTON APP/DEP        125.050  0132516652125050  LITTLEBROOK AIR PARK
 3B5  CTAF/UNICOM           122.800  0132516653122800  TWITCHELL           
 3BS  CTAF/UNICOM           122.800  0132516683122800  JACK BARSTOW        
 3BS  SAGINAW APP/DEP       126.450  0132516683126450  JACK BARSTOW        
 3CK  CHICAGO APP/DEP       120.550  0132516775120550  LAKE IN THE HILLS   
 3CK  CTAF/UNICOM           123.050  0132516775123050  LAKE IN THE HILLS   
 3CM  CTAF/UNICOM           122.800  0132516777122800  JAMES CLEMENTS MUNI 
 3CM  SAGINAW APP/DEP       120.950  0132516777120950  JAMES CLEMENTS MUNI 
 3CU  CTAF/UNICOM           122.800  0132516785122800  CABLE UNION         
 3DW  CTAF/UNICOM           122.800  0132516887122800  DOWNTOWN            
 3E0  CTAF                  122.900  0132516948122900  MIAMI ROBERTS CO    
 3F2  CTAF                  122.900  0132517050122900  CISCO MUNI          
 3F3  CTAF/UNICOM           122.800  0132517051122800  C E RUSTY WILLIAMS  
 3F3  SHREVEPORT APP/DEP    121.400  0132517051121400  C E RUSTY WILLIAMS  
 3F3  SHREVEPORT APP/DEP    119.900  0132517051119900  C E RUSTY WILLIAMS  
 3F4  CTAF/UNICOM           122.800  0132517052122800  VIVIAN              
 3F4  SHREVEPORT APP/DEP    121.400  0132517052121400  VIVIAN              
 3F4  SHREVEPORT APP/DEP    119.900  0132517052119900  VIVIAN              
